gene,8C_C1,8C_C2,2PN_1,2PN_2,2PN_3,2PN_4,2PN_5,2PN_6,2PN_7,2PN_8,2PN_9,2PN_10,3PN_1,3PN_2,3PN_3,3PN_4
FAM86B2,-0.769920488,-0.867036658,0.192462073,1.128306196,-0.310693272,0.477286834,0.098906991,0.1743817,0.037793222,0.087631305,0.238731647,-0.171226712,0.113060169,-0.282278832,0.122879759,0.695188166
SBK3,-0.660388188,-0.977303105,0.406686283,1.216920048,-0.496902563,-0.231599013,-0.771486026,0.00313512,-1,-1,-0.405096874,-1,-1,-1,-0.068295099,-0.017867809
HSF4,-0.948621742,-0.690712507,-0.186038853,-1,-1,-0.832858132,-0.882175083,-1,-0.36860636,-0.581173232,-1,-0.583706068,-1,-1,-1,-0.510944639
PACS1,-0.913368109,-0.728881992,-0.126346334,0.39136019,-0.969485077,-0.301418081,-0.385705628,0.135631247,-0.440134653,-0.906479279,-0.375475654,-0.462638729,-0.544823374,-0.238542326,-0.594002601,-0.209197018
RFTN1,-0.981106408,-0.664983639,0.090371286,0.725933346,-0.309824838,-0.423664871,-1,-0.134657969,-0.446080945,-0.424980592,0.026149789,-0.621309458,-0.744667687,-1,-0.066301842,0.669668823
RSPH4A,-0.968726677,-0.679612529,0.202121709,-1,0.134477056,0.163816498,-0.75914977,0.099029056,-0.914836124,-0.479371465,-0.021073558,-0.04226455,-0.182622601,-0.91166489,-1,0.170364995
GOLGA8J,-0.869320092,-0.779870904,-0.576069791,-0.157020208,-0.905048443,-0.857356665,-1,-0.828799463,-0.671244171,-1,-1,-0.463224717,-1,-0.661856391,-0.185911764,0.082594741
FCHO1,-0.954003448,-0.698417499,0.87242918,1.881592965,-0.143722733,-0.714896237,-0.468138434,0.672241244,-0.755378278,-0.221422482,-0.349760395,0.224993269,-0.960288731,-0.250832736,0.160734369,0.245367303
C11orf53,-1,-0.654735298,0.260479481,0.201806097,-1,-1,-1,-0.079126077,-1,-1,-1,-1,-0.654064893,-1,-0.635687698,-1
BTBD18,-0.945758514,-0.710752219,-0.249193564,0.610591607,-0.11536689,0.505072748,0.432676244,0.83868705,-0.665953188,0.158704063,0.670000704,0.892230549,-0.625595561,0.655202421,1.015616651,-0.17552173
DNAJC18,-0.718119812,-0.93907563,0.620386769,0.777160219,-0.088561709,0.148971402,-0.555685962,0.07606598,-0.51101253,-0.074516339,-0.449806637,0.392278986,-0.043129483,0.039688451,-0.072280853,0.581218168
USP17L13,-0.657756404,-1,-1,-1,-0.305074594,-0.788067825,-1,0.611398368,-0.495203165,0.032953297,-1,-0.373443463,-1,-0.753843105,0.61734334,0.364323377
LRRC4C,-0.943640645,-0.714717306,-0.657734483,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.933783501,-1
USP17L15,-0.787518986,-0.872962814,-1,-1,-0.380601831,-1,-1,0.388324866,-0.495203165,0.204357151,-1,-0.764914734,-1,-1,0.409589946,0.29110122
NIBAN2,-0.790477023,-0.87432476,0.381892503,1.144320717,-1,-0.219279334,-0.773685251,-0.845671053,-0.486055898,-0.907473568,-0.532797228,-0.22434223,-1,-1,-0.668285901,-0.442186013
SLC37A1,-0.986767385,-0.678892681,0.060532022,0.550391642,-0.70573472,-0.937724236,-1,0.119509923,-0.682517714,-0.673737279,-0.213711646,-0.815833247,-0.643455786,-0.892658167,0.067547314,0.516195738
SPDYE16,-0.746476466,-0.919642758,-0.414997044,-0.353208131,-0.575857783,-0.422478789,-0.407296966,-0.549976722,-0.626516981,-0.654745888,-0.686381832,-0.498661071,-0.627301148,-0.767104576,-0.761226323,-0.491210859
IKBKE,-0.965009694,-0.701250178,-0.569560516,0.745067709,-1,-1,-0.165558484,-0.350239191,-1,-0.666204315,-0.545307686,-1,-1,-0.139531626,-0.909142379,-1
FHAD1,-0.859844432,-0.806753811,-0.902812787,-0.433957279,-1,-0.790760917,-1,-0.716001474,-1,-0.931358372,-0.870197245,-0.450470814,-0.916180515,-1,-0.417414949,-0.307598376
PRR7,-0.667731453,-1,0.454536478,0.621272585,-0.255956632,0.039293809,-0.795769639,0.213745337,-0.254709052,-1,-0.2421771,-1,-1,-1,-0.019770763,0.185687462
MLPH,-0.824166702,-0.845342691,0.150171667,0.69791887,-0.765814841,-0.534787925,-0.942500534,-0.03141204,-0.296285885,-0.661623201,-0.871979482,-0.722937791,-1,-1,-0.20616549,0.105919421
MAPK12,-1,-0.669969955,0.368113132,0.574685344,-0.942101371,-0.318705746,-0.805497896,-0.417953691,-0.898181844,-0.799025275,-0.872232501,-1,-0.541675409,-0.240699006,-0.346396893,-0.395614951
ACRBP,-0.695385406,-0.975547591,-0.354449033,-1,-0.105669203,-0.806063029,-0.091436065,-0.304143119,0.328781089,0.116227071,-1,-1,-0.295356418,0.050641878,-1,-1
PLEKHG5,-0.700677323,-0.970870107,-0.148651527,0.204436225,-0.671601015,-0.6292058,-0.554279177,0.12956509,-0.653393464,-0.542840128,-0.595861881,-0.237295811,-0.751291066,-0.643675455,-0.162498721,-0.544738819
ZC2HC1C,-0.936389224,-0.739621946,0.080116505,0.522596145,-0.410212871,-0.532381537,-1,-0.45842138,-0.750912567,-0.454785939,-0.407039443,0.102736166,-0.472245628,-0.799562415,-0.190324893,0.315362537
HTRA4,-0.977910911,-0.698249456,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.350400069
CYP4B1,-0.986914059,-0.69138099,-1,0.587740326,-1,-1,-1,-0.18746263,-0.325336881,-1,-0.716865765,-0.128392749,-1,-1,-0.015306299,0.147692019
AC119396.1,-1,-0.679858909,-0.00108949,0.715966176,-1,-0.447557992,-1,-0.155879726,-1,-1,-1,-1,-1,-1,-1,0.078900311
FAM90A26,-0.931745585,-0.748266294,-0.900408333,-1,-1,-1,-1,0.710378371,-1,-1,-1,-1,-1,-1,-0.685711339,-0.177369486
SMIM41,-0.862391907,-0.819261038,-1,-1,-0.048630129,-1,-1,-0.126962567,-0.239616273,-1,-1,-1,-1,-1,-1,0.137474064
GNAO1,-0.768366917,-0.919103786,0.006634807,0.342225624,-0.812611167,-0.397455932,-0.937251023,-0.113970097,-0.610143316,-0.51943674,-0.711947616,-0.684186197,-0.966367395,-0.710838039,-0.749161179,-0.287628134
KIFC3,-0.985843838,-0.702153098,0.534687076,1.196157939,-0.598228055,-0.558883733,-0.526737607,-0.069337555,-0.900884793,-0.53145359,-0.42928046,-0.671368253,-0.732389246,-0.945594874,0.118258442,-0.004363796
MCF2,-0.982164079,-0.7061123,-1,-1,-1,-0.351892148,-1,-0.899747696,-0.631141376,-0.728861404,-0.502828929,-1,-0.564693103,-0.150016431,-0.817234116,0.069351694
NLRP1,-0.74285966,-0.945909792,-0.241965982,-0.308100664,0.285742464,-0.690300436,-1,-0.071796704,-0.880740778,-0.089793284,-0.859542994,-1,-0.4364972,-0.645655453,-0.774784696,-0.352440511
SHANK2,-0.923754533,-0.766303361,-0.242840316,-0.083465043,-0.650403718,-0.304306832,-0.205822275,-0.121794274,-0.174198694,-0.789503464,-0.571744819,-0.566050567,-0.695713095,-0.909421901,-0.265565035,-0.193384254
OGDHL,-1,-0.690440305,0.017967945,0.180684018,-1,-0.393055922,-1,-0.129465884,-0.352766418,-1,-1,-0.349004951,-0.68880621,-1,-1,-0.929760187
CACNA1H,-0.829827559,-0.860617836,-0.054346018,-0.092484432,-0.511381184,-0.664607098,-0.90510893,-0.392844904,-0.714914596,-0.948006764,-1,-0.250307193,-1,-1,-0.613901448,-0.346951294
MATK,-0.710405474,-0.983210962,0.050937059,0.128642199,-0.935349017,-0.131669143,-0.821395354,-0.239517428,-1,-1,-0.937795998,-0.762203173,-1,-1,-0.261462889,0.049311076
AC134684.8,-0.910797778,-0.784350278,-0.835520503,-1,-1,-1,-1,0.317453015,-0.725354998,-0.382634229,-0.483598571,-0.843907764,-1,-1,-0.380709089,0.778771848
RTN4R,-0.971496117,-0.724232841,0.333383385,0.723232064,-1,0.03357947,-0.394666181,0.178244645,-0.061673699,-0.313568594,-0.462660908,-0.368450106,-0.689000135,-1,-1,-0.259498201
FLNC,-0.794381277,-0.901410435,-0.112741028,-1,-0.482752491,-0.731869961,-1,0.062339765,-0.478792722,-0.661275243,-0.918652044,-0.782480208,-0.712199255,-0.790145618,-0.199047422,0.060951545
EVA1A,-0.698049191,-1,-0.578740355,-1,-1,-0.156935364,-0.667503571,-0.906849834,-0.433007414,-0.30157129,-0.83437412,-1,-0.79700951,-0.833648167,-0.488168891,0.233304832
C16orf71,-1,-0.698570203,0.778929966,1.170910325,-0.21865521,-0.390551483,-0.26226888,0.48194944,-0.314435149,-0.566373835,-0.212961414,-0.082121221,-0.905335072,-0.300474541,0.627154189,0.223144054
NAPEPLD,-0.70607175,-0.995340954,-0.208881888,-0.00741273,-0.297485456,0.154667682,-0.322532026,-0.219157387,-0.083950528,-0.216471805,-0.115882993,-0.146047673,-0.267727055,-0.310044799,-0.324812939,-1
CCDC96,-1,-0.702280842,0.296544097,-1,-1,-0.565757099,-1,-0.361007951,0.23777314,-0.391992862,-0.47265461,-1,-1,-1,-0.412494111,-1
EFCC1,-0.792627069,-0.913096645,0.397776683,0.571422313,-0.177931087,-1,-1,-0.089625306,-0.4061724,-0.758326636,-0.27347214,-0.651853303,-0.808163657,-1,-0.137242507,0.023535626
KCTD21,-0.757418622,-0.949499834,1.177261119,1.852662944,-1,-0.56365715,-0.148695472,0.64535771,0.196743907,-0.457604601,-0.014483128,0.124370199,-0.302373346,0.095596459,0.967634125,1.137629099
GOLGA8R,-0.898565875,-0.809140996,-0.728312793,-0.091482276,-0.721474349,-1,-1,-0.632048963,-0.597441335,-0.904028346,0.020664934,-1,-1,-1,-0.088096525,-0.294009352
SPANXN2,-0.909804115,-0.798111718,-0.542962696,-0.423797831,-1,-1,-1,-0.830754695,-0.555021226,-1,-0.215613822,-0.390961566,-1,-1,-1,-0.762092542
KIF6,-0.75912413,-0.949367321,0.050227359,0.455765046,-0.42693359,-0.599740463,-0.632655635,-0.031628862,-0.470547572,-0.715907132,-0.446526228,-0.187825974,-0.607363008,-0.649529269,-0.306397731,0.3373678
VIT,-0.717944176,-0.990557131,-1,-1,-1,-1,-0.48550936,-0.280004767,-1,-1,-1,-0.174459708,-0.692787737,-1,-1,-1
SNCAIP,-0.808474905,-0.900307656,-0.194498938,-0.232458785,-1,-1,-0.020320128,-0.763787775,-1,-0.125800014,-1,-1,-0.397926546,-0.319713631,-0.181604184,-0.493153078
DNAH5,-0.909502639,-0.802942658,-0.228248459,-0.035206153,-0.361883797,-0.686471493,-1,-0.807426358,-1,-1,-0.66547347,-0.984380115,-0.844602832,-0.713725932,-0.731250333,0.036788812
TTC24,-0.712881969,-1,-0.094840356,-1,-0.712388743,-1,-1,0.075901709,-1,-0.478193692,-0.628654986,-1,-1,-1,-0.200582497,0.41875174
TAF11L8,-0.867998882,-0.850842925,-0.501449892,-0.585404987,1.355747973,-1,-1,1.237022674,-1,1.326700761,-1,0.045556496,-1,-1,0.611691982,-1
NAPSA,-0.95139092,-0.7680308,-0.412313051,-1,-1,-0.724612437,-1,-0.60782821,-1,-0.502657553,0.080366337,-1,-1,-0.647391118,-1,-1
KCNH1,-0.96393926,-0.759242824,0.507946045,0.931024823,-0.710150992,-1,-0.601356955,0.09323766,-0.771901951,-1,-0.749452309,-0.04547961,-0.792596239,-0.877150652,0.276895872,0.636201855
USP17L29,-0.94572651,-0.778454137,-0.852881136,-1,-0.647649008,-1,-1,0.098376146,-0.479201112,-0.033468375,-0.853865667,-1,-1,-1,0.466017023,-0.066919307
FAT2,-0.903793175,-0.820881168,-0.122678077,-0.312355213,-1,-0.528296638,-0.801557695,0.022485943,-0.590741994,-0.938989731,-0.514242526,-0.588867549,-0.756941478,-0.494398997,-0.974413847,-0.149668114
KNCN,-0.737527664,-0.987575623,-1,-1,-1,-1,-1,-0.833456635,-0.44039318,-1,-1,-1,-1,-0.311982301,-1,-1
PPARA,-0.920631903,-0.806487995,-0.645256725,-1,-0.656409257,-0.002010479,-0.480301264,-0.886705735,-0.580199998,-0.648978309,-0.740048322,-0.427308307,-0.480219899,-0.684843828,-0.390426506,-0.639655042
KRT24,-0.873596213,-0.857055005,-1,-0.822014144,-0.868784994,-0.61923412,-0.674092294,-1,-1,-0.800737467,-0.518488578,-1,-1,-1,-1,-0.162917039
SLC6A9,-0.747689603,-0.986710771,0.428442847,1.333305554,-0.407774203,-0.212259242,-0.920631744,0.493460006,-0.149030393,-0.91762507,-0.311151191,-0.163549171,-0.918028765,-0.179542472,0.111684056,0.489591064
ABCC1,-0.766031702,-0.972815986,0.351258709,0.790241099,-0.228386359,0.188627887,-0.573920482,0.053694474,-0.111169777,-0.889595628,-0.058522209,-0.161536155,-0.268381504,-0.149426051,0.161640773,0.612166614
POPDC3,-0.758444654,-0.984737716,0.552060387,-1,0.499532716,0.193135456,-1,-0.251174339,-1,-0.273479639,-0.529234603,0.417282323,-0.156266421,0.237941408,-0.279338529,0.49720466
GFRA3,-0.74473039,-1,0.002010163,0.353938147,-1,-1,-1,-0.138104564,-0.248536745,-0.677179727,-0.410625186,-1,-1,-1,-0.840509056,-1
KCND2,-0.992459935,-0.752563431,-0.102586315,-0.936457689,-1,-1,-0.59096563,-0.009394567,-1,-0.580082564,-1,-0.921066735,-0.866389886,-1,-0.664395086,-1
FAM86B1,-0.830910553,-0.916508811,-0.48458161,0.263754389,-0.646737529,-0.441051794,-0.757928326,-0.386859639,-0.236742463,-0.639172085,-0.213281151,-0.254767844,-0.616705202,-0.837403426,-0.406899434,-0.144148679
VIPR2,-0.862686155,-0.885416002,0.197783497,0.564496692,-0.51274663,-0.957439922,-0.460790997,-0.448656271,-0.425106443,-0.503598188,-0.949168627,-0.95172849,-1,-1,-0.406467496,-0.034971063
NRXN3,-0.954985167,-0.793440582,0.162012675,0.330158398,-0.981815037,-1,-0.710269033,-0.213575699,-0.525706357,-0.825635711,-0.181818924,-0.374291307,-0.695104664,-0.719581128,-0.222008165,0.395831349
EFCAB12,-0.778065546,-0.973540568,-0.491273042,0.149321668,-1,-0.97149438,-1,-0.432051179,-1,-0.61843641,-0.760373609,-0.129065023,-0.787822414,-0.564296707,-0.13415847,-0.819242247
AC138696.1,-0.752379514,-1,0.120378126,0.956922362,-0.330830079,-0.284409599,-0.215642506,0.031285309,-0.535892006,-1,-0.559137654,-0.511084235,-0.75627378,-0.364832841,0.419532973,-1
MX2,-0.919377661,-0.838072358,-0.191295981,-0.008383102,-0.765574596,-0.804293057,-0.609418475,-0.333609799,-0.779132221,-0.902011879,-0.672042254,-0.322308751,-1,-1,-0.370718873,-0.090611945
TRANK1,-0.797996516,-0.961069327,-0.587911913,-1,-1,-0.637874495,-0.899847553,-0.465044584,-0.635630077,-0.962552872,-0.881384044,-0.640444529,-1,-1,-1,-0.666361718
ADAMTS2,-0.869281424,-0.889829738,-0.648363492,0.26040414,-0.669992096,-0.633058627,-1,-0.381928044,-0.507477351,-1,-1,-0.62374359,-0.281121228,-0.621563759,-0.822807551,-1
OPN1MW2,-0.964938608,-0.800783226,-1,-1,-1,0.381053137,-1,-0.245132122,-0.055182902,-1,-1,-0.039355016,-1,0.120314922,-1,-0.087557025
DMBT1,-0.784003757,-0.988816725,-0.258075006,-0.006654562,-1,-1,-1,-0.453389853,-0.674645072,-0.461596826,-0.872988455,-0.878887844,-1,-1,-0.585196561,-0.731097598
APOM,-0.773221877,-1,0.94048182,1.489491889,-0.374509545,-1,-0.568359823,0.414143554,-0.603422162,-1,0.091074014,-1,-1,-0.247125795,0.376957072,0.170675272
ITGB4,-0.954765845,-0.818540018,-0.075204624,0.239684791,-0.573470521,-1,-1,-0.407401815,-0.643201327,-1,-0.960882968,-0.599113851,-1,-1,-0.899299413,-0.723069962
CACNA1E,-0.807689101,-0.966439399,-0.046728586,0.036104073,-1,-0.672053898,-0.890074605,-0.432320611,-0.3631309,-0.974693455,-0.590159515,-0.985890854,-0.939605331,-1,-0.65618575,-0.12861651
SNPH,-0.787430704,-0.987766611,0.122645044,0.468395632,-1,-1,-1,-0.225772466,-1,-0.752489786,-0.630890502,-0.786726871,-1,-1,-0.21472442,-0.214242702
SORCS1,-0.920032127,-0.856094435,-0.495979433,-1,-1,-1,-1,-0.373729351,-0.973977947,-1,-0.722310924,-0.357452883,-1,-1,-0.164731501,-0.535102134
USP17L5,-1,-0.778454137,-0.852881136,-1,-0.848643176,-1,-1,-0.196617322,-0.479201112,-0.624083198,-1,-1,-1,-1,-0.057848529,-0.381430226
RASGRP1,-0.985171343,-0.795580159,0.251230741,0.182354441,-0.104893068,0.072577058,-0.730018248,-0.140341942,-0.014698443,-1,-0.406425422,-0.459592434,-0.366104833,-1,-1,-0.577330563
FAM135B,-0.980787078,-0.801384503,0.129294724,0.518671705,-0.26823433,-0.354682092,-0.817054446,-0.189570346,-0.96357234,-0.833362499,-0.895561784,-0.340979255,-0.723169386,-0.773857027,-0.569669799,0.359273001
TCAF2,-0.915401919,-0.867650674,-0.090687822,-0.089171887,-0.818674446,-1,-1,-0.595694084,-0.92372287,-1,-0.457710866,-0.780163666,-1,-0.920853246,-0.394889514,0.072686179
TSHZ2,-0.985656407,-0.801036294,-0.456941063,-1,-0.977740707,-0.874618943,-0.933052453,-0.456469821,-0.715436877,-1,-1,-0.890551086,-0.806550025,-1,-0.437209113,-0.250571045
SLC4A3,-0.807802217,-0.979057185,-0.125796765,-1,-0.896791465,-0.567471156,-0.568580907,-0.897835634,-0.700279855,-1,-0.751514005,-1,-0.700957578,-1,-0.004049508,-0.313658275
IL1RAP,-0.85274875,-0.934688712,-0.268400116,0.441793606,-0.975732828,-0.26483793,-0.484577899,0.015968975,0.070154279,-0.327976256,-0.245166947,-0.132627513,-0.14677807,-0.392723128,-0.453613316,0.090112323
AKR1C8P,-1,-0.78817213,-0.339519679,0.196066146,-1,-1,-1,-0.217373752,-1,-1,-1,-1,-1,-1,-1,-0.079969598
STRADA,-0.824514918,-0.965531492,0.354998599,0.857667618,-0.267314798,0.080796709,-0.092862686,0.096518972,-0.416490301,0.082937167,-0.515174342,0.180885369,-0.299626195,-0.092674969,-0.129757376,-0.013208342
CD40,-0.982108629,-0.809690662,-1,0.957471327,0.135026371,0.139420632,0.339946275,0.005044624,0.078552512,0.322296013,-0.599182701,0.4090872,-0.239745537,0.603489938,0.516448639,-0.066729154
JAKMIP3,-0.824279381,-0.971952799,-0.071226762,0.097236133,-1,-0.729435563,-0.969906171,-0.598247341,-0.965015852,-0.839108156,-0.946797743,-0.605433281,-0.939806007,-0.842634029,-0.268403741,-0.19291174
ASIC1,-1,-0.80079558,-0.839470846,0.43773392,-0.952485305,-0.506483536,-1,-0.440215904,-0.641082816,-1,-0.778450982,-1,-0.689541631,-0.476045668,-1,-0.382016163
ZNF282,-0.821762299,-0.981563282,-0.213012831,0.562366629,-0.200785897,0.017577745,-1,0.053133399,-0.482765031,-0.517065848,-0.341219581,0.231511642,-0.167591306,-1,-0.578083954,0.384746664
MYO18B,-0.813818207,-0.992762745,-0.598250785,-1,0.059574398,-1,-0.955288045,-1,-0.724119459,-0.746989681,-1,-0.661335772,-0.70887321,-1,-0.388252907,-0.306679315
TAT,-0.951369525,-0.855452287,0.02409171,0.743223616,-1,-0.403130649,-0.404445582,-0.462664185,-0.352821216,-0.369875016,-0.574853459,-0.589524601,-0.580915861,-0.256967437,-0.067619852,0.125691368
GVQW3,-0.975516459,-0.831367712,-0.960261931,-0.979874345,-0.972219158,-0.110545061,-0.598979461,-0.256575692,-0.245568866,-0.767336468,-0.505420785,-0.360498868,-0.789534974,-0.192785061,-0.533109554,-0.44987124
KLHL14,-0.981786584,-0.825608097,-1,0.02665128,-0.540878428,-0.088812125,-0.400531451,-0.524399263,-0.325307284,-0.387216885,-1,-1,-1,-0.783323646,-0.119606505,-0.919725167
XCR1,-0.983281329,-0.824463863,0.272136687,0.695031914,-1,-1,-1,0.063477849,-0.910889385,-0.793521672,-0.403566538,-0.228172805,-1,-1,-0.070040178,-0.220179566
C4orf50,-0.849113874,-0.963856516,-0.058675692,0.388903124,-0.83868798,-0.867152905,-0.851613467,-0.428085364,-0.848731517,-0.956221274,-0.522360218,-0.919268956,-1,-0.862695209,-0.342770464,-0.269536539
RTP2,-0.967070946,-0.846457043,-0.142460479,0.238022254,-0.701814351,-0.856183963,-1,-0.529960302,-0.836507304,-1,-1,-0.839160481,-0.74229736,-1,-0.441099638,0.159633956
HCN2,-0.872565943,-0.941927173,0.739573136,0.898137335,-1,-0.134625994,-0.545686676,-0.480944977,-0.411340235,-1,-0.11307469,-0.686456091,-1,-0.806339796,-0.248490719,-0.02120574
AC010319.2,-0.951223398,-0.864646376,-0.049602769,0.328734234,-1,-1,-0.242619992,-0.493692542,-1,-1,-1,-0.295999796,-1,0.309421486,-1,-1
RASSF5,-0.950159746,-0.869424262,0.615331405,1.138668128,-0.56637431,-1,-1,0.472971553,-1,-0.473969259,-0.396329309,-0.638748983,-0.789062163,-0.533329259,0.385097193,0.705166713
IGFBP5,-0.959245834,-0.860636267,-0.157388077,-0.887718427,-0.957533173,-0.636857537,-0.934503754,-0.674251448,-0.293140434,-1,-0.066085411,-0.961257665,-0.902065324,-0.886988473,-0.601929723,0.214582928
MRC2,-0.98624764,-0.83630262,-0.4063259,-1,-0.417740794,-0.218197466,-1,-0.245446035,-0.619742798,-0.933178032,-0.271589479,-1,-1,-1,-0.631073026,-0.717820563
C8orf34,-0.834249777,-0.989772679,-0.300701793,0.060629481,-0.783322196,-1,-1,-0.55426086,-0.735423065,-1,-0.843310801,-0.868836429,-0.512723719,-1,-0.84478139,-0.43849255
HYDIN,-0.966066686,-0.864383086,-0.35200954,-0.139795477,-0.952449219,-0.478911497,-0.634487119,-0.489168236,-0.569685116,-0.524885181,-0.585273936,-0.683602284,-0.991827904,-0.920504258,-0.449644436,-0.518380966
ARSJ,-0.843853439,-0.993171591,-0.398424408,0.47320046,0.166779599,-0.435369556,-1,-0.753095357,-1,-0.916125809,-1,-1,-1,-1,-1,-0.591309518
ZFP41,-0.921011225,-0.916342932,-0.213793562,0.522458579,-0.707470365,-0.264788226,-0.463810612,-0.100324414,-0.962955861,-0.561429174,-1,-0.534488367,-0.831679718,-0.694700233,0.044758029,-1
KIF21B,-0.930137043,-0.910728944,-0.208966387,-0.280724458,-0.434303196,-0.569266811,-0.690472264,-0.128917221,-0.635143157,-0.700595938,-0.53157248,-0.503730689,-0.962675338,-0.333674418,-0.271128145,-0.099666391
GALNT15,-0.992865347,-0.851494239,0.009940709,0.359935795,-1,-1,-0.503404777,-0.103833988,-0.369763379,-0.491269407,-0.433220393,-0.891852864,-1,-1,-0.04607609,-0.474240168
AC091167.7,-0.92631951,-0.919675279,-0.744711282,0.183492772,-0.289302693,-0.687589051,-0.242619992,0.307587594,-0.359300775,-0.171633319,-0.115340381,-0.467897042,-0.318480903,-0.070543573,0.028164582,-0.186472184
SLC46A3,-0.856017271,-0.990720429,-1,-1,-1,-1,-1,-0.48667717,0.082070889,-1,-0.696253105,-1,-1,-0.51772856,-0.303501549,-1
TAF11L3,-1,-0.850842925,-1,-0.237080803,1.16326904,-1,-1,1.237022674,-0.290524476,1.315275758,-1,-0.297363739,-1,-1,0.595709789,-1
NIBAN1,-0.910410732,-0.940493907,-0.126277644,0.365759015,-0.501288083,-0.8803602,-1,-0.266433186,-0.534555281,-0.635247394,-0.638182644,-1,-0.946575892,-1,-0.569531386,0.592528099
SORL1,-0.855945108,-0.996365552,-0.581430258,-0.213865828,-0.747840234,-0.69737733,-0.53788948,-0.49494707,-0.840484691,-0.374715131,-0.532070029,-0.52893606,-0.540287639,-0.423363269,-1,-0.464171381
USP17L3,-0.85407641,-1,-1,-1,0.2474405,-1,-1,-0.053928499,-1,-0.002329669,-1,-1,-1,-1,0.617270694,-0.175289987
CRTC1,-0.938454263,-0.916933398,-0.143908825,0.283681296,-0.392319738,-0.362659497,-0.320716953,-0.671305698,-0.745898531,-0.787894973,-0.548201902,-0.413530173,-0.73021447,-0.469588843,-0.264908979,-0.169182184
GPAT2,-0.856448693,-1,-0.486781467,0.069669207,-0.641033406,-0.714528636,-0.638990666,0.110575907,-0.914890564,-0.858316335,-0.953852332,-1,-0.960221972,-0.775672013,-1,-0.360510622
